CO_LOCAL_OFERTA_IES|NO_LOCAL_OFERTA|CO_IES
16833|Polo Lins|167
431|CENTRO I - PRESIDENTE VARGAS|163
434|ILHA DO GOVERNADOR|163
1880|CABO FRIO|163
1886|PETRÓPOLIS II|163
35061|Polo Florianópolis-SC|163
35062|Polo VITÓRIA|163
35063|Polo VILA VELHA|163
16878|Polo Ribeirão Preto|167
16920|Polo Santos|167
16938|Polo Salvador|167
16947|Polo Itabuna|167
17048|Polo Ceres|167
435|DORIVAL CAYMMI|163
436|FREGUESIA|163
1916|Vila Valqueire|163
1938|CAMPO GRANDE|163
35064|Polo OURINHOS|163
17070|Polo Brasília|167
17107|Polo Imperatriz|167
17157|Polo Londrina|167
17171|Polo Macaé|167
438|MADUREIRA|163
1940|RIO DE JANEIRO (MÉIER)|163
35065|Polo GOIÂNIA|163
35067|Polo Macaé - ERRO|163
17190|Polo Porto Velho|167
17205|Polo Altamira|167
17226|Polo Belo Horizonte (Venda Nova)|167
17232|Polo Campo Grande|167
17258|Polo Fortaleza|167
440|NITERÓI|163
1968|MACAÉ|163
1969|QUEIMADOS|163
705998|JOÃO UCHOA|163
1052064|Unidade SEDE|170
657763|CAMPUS  - POUSO ALEGRE - CENTRO|171
1958|PENHA|176
2657|RECREIO|176
4247|Santa Cruz|176
8010|MANGARATIBA|176
13738|SEROPÉDICA|176
441|NOVA AMÉRICA|163
2376|SÃO JOÃO DE MERITI|163
1052178|SULACAP|163
13986|SANTO ANTÔNIO DE PÁDUA|176
14038|RIO DE JANEIRO 12|176
14209|GUARAPARI|176
14264|CATAGUASES|176
14283|BELO HORIZONTE 1|176
14298|CLÁUDIO|176
442|NOVA FRIBURGO|163
2377|DESATIVADO - S.Gonçalo|163
1053237|TERESÓPOLIS|163
17802|Polo Rondonópolis|167
17846|Polo São José do Rio Preto|167
17869|Polo Sorocaba|167
17902|Polo Vila Vilha|167
17932|Polo Vitória da Conquista|167
444|RESENDE|163
2744|NOVA IGUAÇU|163
2768|DUQUE DE CAXIAS|163
1054146|ANGRA DOS REIS|163
1056711|Polo de Campo Grande/MS ERRO|163
13745|ITAGUAI|176
13841|ANGRA DOS REIS|176
13855|JAPERI|176
13902|RESENDE|176
446|SANTA CRUZ|163
448|BARRA I -TOM JOBIM|163
7672|NORTE SHOPPING|163
1061018|QUEIMADOS II|163
17262|Polo Franca|167
17272|Polo Itanhaém|167
17320|Polo Recife|167
17348|Polo Volta Redonda|167
1475|BARRA V -TERRA ENCANTADA|163
35026|Polo MACEIÓ|163
1061171|VOLTA REDONDA|163
1067686|ALCÂNTARA|163
657761|Campus Rudge Ramos|167
1479|CENTRO III - MENEZES CÔRTES|163
35027|Polo MACAPÁ|163
35028|Polo SALVADOR|163
657759|Unidade SEDE|165
13927|RIO BONITO|176
13934|RIO DAS OSTRAS|176
13961|SÃO GONÇALO|176
13985|BELFORD ROXO 1|176
1480|RIO DE JANEIRO (GUADALUPE)|163
1482|VENEZUELA|163
35029|Polo JUAZEIRO DO NORTE|163
1000122|Campus Barra da Tijuca|165
1051128|Centro Universitario Jorge Amado|165
1051130|CAMPUS VIRTUAL - UNIDADE PRODUÇAO DOCÊNCIA E LOGÍSTICA EAD|165
1051131|Unidade Carlos Luz - Belo Horizonte|165
1051139|POLO - COLÉGIO HEITOR GARCIA|165
17628|Polo Campina Grande|167
17654|Polo Campinas|167
17670|Polo São Mateus|167
17687|Polo Eldorado|167
1483|PETRÓPOLIS|163
1484|RECREIO|163
35030|Polo FORTALEZA|163
35031|Polo BELÉM|163
1053076|Campus Cabo Frio|165
1059095|CAMPUS CENTRO|165
1067700|Campus Barra Downtown|165
427|VIA BRASIL|163
1486|CENTRO IV - PRAÇA ONZE|163
35033|Polo RECIFE|163
35034|Polo Estácio Natal(FCC)|163
657760|CAMPUS - SANTA RITA DO SAPUCAÍ - JARDIM SANTO ANTÔNIO|166
580|Campus Vergueiro|167
582|Campus Planalto|167
428|CAMPOS DOS GOYTACAZES|163
35035|Polo FESBH - Prado|163
35036|Polo Aracaju(SE)|163
5642|Polo Mauá|167
5643|Polo Perus|167
5644|Polo São José dos Campos|167
5645|Polo Bertioga|167
430|BARRA III - VARGEM PEQUENA|163
1743|CENTRO V - ARCOS DA LAPA|163
1814|R9 - TAQUARA|163
35059|Polo CAMPO GRANDE/MS|163
5646|Polo Guaratinguetá|167
5648|Polo Itapeva|167
5649|Polo Presidente Prudente|167
35060|Polo JUIZ DE FORA|163
686244|CAMPUS  - RIO DE JANEIRO - CASCADURA|192
657770|CAMPUS  - RIO DE JANEIRO - CASCADURA|193
657771|FTESM - EESM|194
657772|CAMPUS - RIO DE JANEIRO - CENTRO|195
657773|Unidade SEDE|197
657776|CAMPUS  - SÃO PAULO - BELA VISTA|200
1059458|Sede|202
7609|Unidade Butantã|203
657779|UNIDADE SEDE|203
14541|ARAPONGAS|176
14550|JUIZ DE FORA|176
14555|CAETÉ|176
14584|PEDRO CANÁRIO|176
14588|MONTE SANTO DE MINAS|176
14619|CURITIBA 3|176
17464|CORNÉLIO PROCÓPIO|176
17626|BARBACENA|176
17780|SANTOS DUMONT|176
17807|BAGÉ|176
17927|PELOTAS|176
21378|GOIÂNIA 3|176
28199|CAMPUS  - RIO DE JANEIRO - REALENGO|176
28201|CENTRO|176
35116|MANAUS|176
35117|CAUCAIA|176
35118|FORTALEZA 4|176
35119|FORTALEZA 7|176
1043954|Sede - Santo Amaro|206
480|UNIDADE III - Campus Jaboticabal|207
481|UNIDADE II - Campus Ribeirão Preto|207
14662|MURIAÉ|176
14692|CARIACICA|176
14722|NOVA LIMA|176
14772|FLORIANÓPOLIS|176
21384|GOIÂNIA 6|176
21385|GOIÂNIA 7|176
21387|MINEIROS|176
21406|MOSSORÓ|176
35121|SOBRAL|176
35124|CACHOEIRO DE ITAPEMERIM|176
35125|SAO MATEUS|176
35126|ÁGUAS LINDAS|176
657781|Unidade I - SEDE|207
692496|RIBEIRÃO PRETO (SEDE)|208
692522|GUARUJÁ|208
14801|BRASÍLIA|176
14814|ANITA GARIBALDI|176
14834|BLUMENAU|176
14855|SOBRADINHO|176
14864|PORTO ALEGRE 1|176
21412|JATAÍ|176
21437|ITABERAI|176
21481|MARANGUAPE|176
21616|CAFELÂNDIA|176
21628|GOIOERÊ|176
35127|GOIATUBA|176
35128|RIO VERDE|176
35129|COELHO NETO|176
35130|SAO LUIS 1|176
35131|BETIM|176
657783|CAMPUS  - SÃO PAULO - LIBERDADE|213
2949|Gameleira|214
36367|Campus Vetor Norte|216
138155|Unidade SEDE|216
657786|CAMPUS  - SÃO JOÃO DA BOA VISTA - JARDIM SANTO ANDRÉ|217
14931|ASTORGA|176
14960|SANTA MARIA|176
15012|PONTE NOVA|176
15029|JANAÚBA|176
15032|PORTEIRINHA|176
21650|MEDIANEIRA|176
21833|ELDORADO DO SUL|176
21843|VILA FLORES|176
21853|ERECHIM|176
21942|HORIZONTINA|176
35132|CONSELHEIRO LAFAIETE|176
35133|DIVINO|176
35151|MATIAS BARBOSA|176
35153|JOAO PESSOA|176
35154|CARUARU|176
1043283|Centro Universitário Módulo|221
1043294|CAMPUS II - UDF - Brasília|221
1043351|INTED - São Luis, Maranhão|221
15076|PORTO ALEGRE 2|176
15122|CAPANEMA|176
15174|CASTRO|176
15182|SANTANA DO LIVRAMENTO|176
21976|PALMEIRA DAS MISSÕES|176
22029|TEUTÔNIA|176
22036|PORTO ALEGRE 4|176
22061|SÃO MATEUS DO SUL|176
35155|ESCADA|176
35156|OLINDA|176
35157|RECIFE 5|176
35158|RECIFE 1|176
35159|PARNAIBA|176
1045282|Cidade Universitária - UNIFEV|222
1052336|Campus Santo André - Príncipe de Gales|224
657793|CAMPUS  - SANTO ANDRÉ - CENTRO|225
686387|Campus II|226
697531|UNIDADE  - SANTOS - MACUCO|226
657795|Campus D. Idilio Jose Soares|227
15195|MATELÂNDIA|176
15217|COLOMBO|176
15262|CURITIBA 1|176
15287|CURITIBA 2|176
15305|ARROIO DOS RATOS|176
22064|TRÊS PASSOS|176
22081|URUGUAIANA|176
22088|CAMAQUÃ|176
22135|SÃO BENTO DO SUL|176
22177|SOMBRIO|176
35161|ARAUCARIA|176
35162|CURITIBA 10|176
35163|CURITIBA 12|176
35165|MARECHAL CANDIDO RONDON|176
2788|Campus Liberdade|221
24522|Campus Pinheiros|221
657790|Unidade SEDE|221
15309|LEOPOLDINA|176
15327|SÃO GABRIEL|176
15349|SÃO LOURENÇO|176
15351|CURITIBA 5|176
15353|MERCÊS|176
22189|JOINVILLE|176
22216|CARLOS BARBOSA|176
22248|CHARQUEADAS|176
22347|TERESINA 2|176
23101|RIO DE JANEIRO 9|176
35169|PARANAGUÁ|176
35170|PINHAIS|176
35172|SANTO ANTONIO DA PLATINA|176
35173|SERTANOPOLIS|176
35174|ARRAIAL DO CABO|176
1043354|INTEGRALE - Londrina - Paraná|221
1043381|COESP - João Pessoa, Paraíba|221
15358|RIO GRANDE|176
15362|CURITIBA 6|176
15370|SERAFINA CORRÊA|176
15379|ALEGRETE|176
15390|CURITIBA 8|176
23103|RIO DE JANEIRO 2|176
23106|RIO DE JANEIRO 4|176
23107|RIO DE JANEIRO 5|176
23108|RIO DE JANEIRO 6|176
35175|DUQUE DE CAXIAS|176
35176|NATAL 2|176
35194|CACHOEIRA DO SUL|176
35202|LAGOA VERMELHA|176
1037387|Unidade SEDE|218
657788|Unidade SEDE|219
1034149|Unidade SEDE|220
1543|Campus Anália Franco|221
15396|PIRAQUARA|176
15416|ROLÂNDIA|176
15429|PITANGA|176
15434|RONCADOR|176
15445|PONTAL DO PARANÁ|176
23110|RIO DE JANEIRO 7|176
23111|RIO DE JANEIRO 8|176
23116|TAQUARI|176
23117|MACAÉ|176
23119|NITERÓI|176
35204|MONTENEGRO|176
35206|PARAI|176
35212|SAO LEOPOLDO|176
35214|VIAMAO|176
35215|ALTONIA|176
15468|SÃO JOSÉ DOS PINHAIS|176
15469|PRUDENTÓPOLIS|176
15471|GUARAPUAVA|176
15551|IMBAÚ|176
23121|RIO BRANCO|176
23122|RIO DE JANEIRO 10|176
23125|NOVA IGUAÇÚ|176
24615|TRÊS RIOS|176
35216|ARARANGUA|176
35218|CRICIUMA 1|176
35221|CURITIBA 4|176
35222|ITAJAI|176
35224|LAGES|176
35227|PALHOÇA|176
1043850|Solaia Clinica - Goiania, Goiás|221
657791|Unidade SEDE|222
15621|UNIÃO DA VITÓRIA|176
15657|IVAIPORÃ|176
15735|LARANJEIRAS DO SUL|176
15869|MANDIRITUBA|176
24832|ALVORADA|176
24833|ALVORADA DO SUL|176
24835|ARAGUARI|176
24842|BALNEÁRIO CAMBURIÚ|176
24845|BARRACÃO|176
35229|TUBARAO|176
35246|ARACAJU|176
35247|BRASILIA 2|176
35249|NATAL 1|176
150024|RIO DE JANEIRO|176
16059|CONCEIÇÃO DO RIO VERDE|176
16278|BOCAIUVA|176
16353|UBERLÂNDIA 1|176
16356|ESMERALDAS|176
16366|BUENÓPOLIS|176
24846|BELA VISTA DE GOIÁS|176
24850|BELÉM 1|176
24857|BRAGANÇA|176
24874|CAMPO BONITO|176
24882|CAMPO LARGO|176
1004146|Recreio|176
1056695|GUADALUPE|176
1064585|CAMPUS  - RIO DE JANEIRO - REALENGO|176
2000786|CASCAVEL|176
14301|BELO HORIZONTE 3|176
14309|BELO HORIZONTE 4|176
14314|CONTAGEM|176
14345|BELO HORIZONTE 5|176
14357|BELO HORIZONTE 6|176
16369|ESPERA FELIZ|176
16597|MACEIÓ 1|176
16633|CURITIBA 9|176
16653|CURITIBA 11|176
24883|CAMPO MOURÃO|176
24888|CARUARU|176
24890|CASTANHAL|176
24912|CEILÂNDIA 1|176
2000802|FOZ DO IGUAÇÚ|176
2000811|LONDRINA|176
2000821|PONTA GROSSA|176
2000852|ROCHA MIRANDA|176
14371|BELO HORIZONTE 7|176
14379|BELO HORIZONTE 8|176
14390|BELO HORIZONTE 2|176
14397|BELO HORIZONTE 9|176
16750|CURITIBA 13|176
16811|CURITIBA 14|176
16936|DIVINÓPOLIS|176
17065|FRANCISCO BELTRÃO|176
17147|JACAREZINHO|176
24914|CEILÂNDIA 2|176
24916|CIDADE GAÚCHA|176
24918|CLEVELÂNDIA|176
25012|INHUMAS|176
25014|ITAIPULÂNDIA|176
2000883|SANTO ÂNGELO|176
2005729|ESTEIO|176
2005730|FORTALEZA 1|176
2005734|GRAMADO|176
2005741|MARINGA|176
14405|FORMIGA|176
14421|BELO HORIZONTE 10|176
14430|BELO HORIZONTE 11|176
14432|IGARAPÉ|176
17238|GOIÂNIA 1|176
17249|PORTO VELHO 1|176
17267|NOVA ESPERANÇA|176
17326|PALMAS 2|176
25025|UMUARAMA|176
25028|ITAOCARA|176
25029|ITAQUI|176
25032|JABOATÃO DOS GUARARAPES|176
25035|JOÃO PESSOA|176
2005747|OSORIO|176
2005756|SAO BORJA|176
2005760|SERRA|176
2005763|TAGUATINGA SUL|176
657767|CAMPUS  - RIO DE JANEIRO - CASCADURA|190
1006130|FTESM - FCCAE|191
14501|ITAÚNA|176
14514|TRÊS CORAÇÕES|176
14539|BRASÍLIA DE MINAS|176
17401|PATO BRANCO|176
17416|PRANCHITA|176
17438|RUBIATABA.|176
17449|SANTA BÁRBARA|176
3175|Remanso|298
3176|Riachão do Jacuípe|298
3177|Ribeirão das Neves|298
657810|CAMPUS  - PIRACICABA - TAQUARAL|266
1033689|CAMPUS SANTA BÁRBARA D'OESTE|266
133433|Faculdades Integradas Espírito-santenses|267
657812|CAMPUS  - TUPÃ - CENTRO|268
688956|UNIDADE  - TUPÃ - CENTRO|269
3078|Curvelo|298
3079|Brasília|298
3080|Brasília de Minas|298
3127|Lauro de Freitas I|298
3128|Linhares I|298
3129|Goiânia I|298
3130|Guanambi|298
3178|Rio Branco|298
3179|Rio Grande|298
3180|Rio Pardo de Minas|298
657814|CAMPUS  - TUPÃ - CENTRO|270
2522|CAMPUS II|271
657815|Campus I  Sede Administrativa Presidente Prudente|271
3081|Brumado|298
3082|Divinópolis I|298
3083|Butiá|298
3131|Luís Eduardo Magalhães|298
3132|Guarantã do Norte|298
3181|Rondonópolis I|298
3182|Rosário do Ivaí|298
2891|Campus Villa Branca|275
2894|Campus Centro|275
31741|Campus Platanus|275
2000174|SÃO JOSÉ DOS CAMPOS (SEDE)|275
3084|Caçador|298
3085|Caieiras|298
3087|Campo Grande I|298
3133|Machadinho d'Oeste|298
3135|Manga|298
3183|Rosário do Sul|298
3184|Ruy Barbosa|298
3185|Rolim de Moura|298
657817|Unidade SEDE|276
18307|Campo Grande|277
657818|Bonsucesso|277
3088|Canguçu|298
3089|Canoas|298
3090|Diamantina|298
3136|Gurupi|298
3137|Manhuaçu|298
3138|Mantena|298
3197|São João do Paraíso|298
3199|São José dos Pinhais I|298
3201|São Luiz Gonzaga|298
1043604|UNIDADE JACAREPAGUA|277
1043605|UNIDADE BANGU|277
133759|Unidade SEDE|278
753|Campus III|279
657820|Unidade SEDE|279
686511|CAMPUS  - ITAJUBÁ - SÃO VICENTE|284
1002554|Unidade SEDE|288
102258|Unidade SEDE|294
1781|Sobradinho|295
3091|Carlos Chagas|298
3092|Caruaru|298
3140|Maravilha|298
3141|Maringá|298
3142|Ibotirama|298
3209|Seabra|298
3210|Senhor do Bonfim|298
3211|Serrinha|298
3213|Sete Lagoas|298
2054|Capão da Canoa|295
2410|Venâncio Aires|295
143837|Montenegro|295
1002398|SANTA CRUZ DO SUL (SEDE)|295
3093|Caxias do Sul|298
3094|Cidade Ocidental|298
3095|Encruzilhada|298
3143|Mato Verde|298
3144|Ibirubá|298
3145|Miguel Calmon|298
3191|Santa Rosa|298
3192|Santiago I|298
3194|São Bento do Sul|298
3195|São Félix do Coribe|298
1047162|Polo Porto Alegre Alfa|295
1047163|Polo Porto Alegre Beta|295
742|CAMPUS UNIVERSITÁRIO DE SÃO BORJA|296
743|CAMPUS UNIVERSITÁRIO DE CAÇAPAVA DO SUL|296
744|CAMPUS UNIVERSITÁRIO DE SÃO GABRIEL|296
3096|Cocos|298
3097|Espinosa|298
3098|Colatina|298
3146|Mineiros|298
3147|Ijuí|298
3148|Ipatinga I|298
3202|São Mateus|298
3203|São Mateus do Sul|298
3204|São Miguel do Araguaia|298
745|CAMPUS UNIVERSITÁRIO DE DOM PEDRITO|296
746|CAMPUS UNIVERSITÁRIO DE SANTANA DO LIVRAMENTO|296
1505|Campus Universitário de Itaqui|296
600118|Unidade - Alegrete - Centro|296
657827|CAMPUS - BAGÉ - CENTRO|296
686539|CAMPUS  - BAGÉ - CENTRO|296
686541|CAMPUS - BAGÉ|296
686550|CAMPUS - BAGÉ - CENTRO|296
688653|CAMPUS UNIVERSITÁRIO DE ALEGRETE|296
1050437|CAMPUS UNIVERSITÁRIO DE SÃO BORJA|296
1054844|CAMPUS UNIVERSITARIO DE SÃO GABRIEL|296
1054846|CÂMPUS UNIVERSITÁRIO DE ALEGRETE|296
272|Campus Universitário Arapongas|298
3099|Colíder|298
3100|Concórdia|298
3149|Mogi das Cruzes I|298
3151|Montes Claros|298
3186|Salinas|298
3187|Salvador I|298
557|Campus Universitário Londrina I - CCET|298
3101|Contagem I|298
3102|Corbélia|298
3103|Esplanada|298
3152|Irecê|298
3153|Itaberaba|298
3155|Itamaraju|298
3196|São Francisco|298
1896|Campus Universitário Bandeirantes|298
3104|Euclides da Cunha|298
3105|Eunápolis|298
3156|Palhoça|298
3157|Palmares|298
3207|São Paulo I - Centro|298
2570|Campus Universitário Londrina - CCESA|298
3053|Arapiraca|298
3106|Jacaraci|298
3107|Feira de Santana I|298
3108|Jacareí|298
3158|Itapetinga|298
3159|Paranaíba|298
3160|Itumbiara I|298
3188|Santa Cruz do Sul|298
3190|Santaluz|298
3064|Alfenas|298
3065|Almenara|298
3066|Araçuaí|298
3111|Jaíba|298
3112|Fraiburgo|298
3113|Janaúba|298
3162|Pedra Preta|298
3163|Passo Fundo|298
1051826|Campus Boqueirão|227
1051827|Campus Dom David|227
657796|CAMPUS  - SÃO BERNARDO DO CAMPO - CENTRO|231
708232|CAMPUS  - SÃO BERNARDO DO CAMPO - CENTRO|231
657797|Unidade Sede - Prédio II|234
3068|Araranguá|298
3069|Araxá|298
3071|Cornélio Procópio I|298
3114|Januária|298
3116|Francisco Beltrão I|298
3164|Paulo Afonso|298
3165|Piracicaba|298
3166|Pimenta Bueno|298
657798|CAMPUS  - RIO DE JANEIRO - BOTAFOGO|240
2800|Campus II|242
2801|Campus III|242
657799|CAMPUS  - SANTO ANDRÉ - CENTRO|242
657800|CAMPUS  - MOGI DAS CRUZES - MOGILAR|243
3072|Barreiras I|298
3073|Betim I|298
3117|Jequié|298
3118|Frederico Westphalen|298
3119|Joinville|298
3168|Pirapora|298
3169|Ponta Porã|298
447|CAMPUS VILA YARA|244
2428|CAMPUS NARCISO|244
657803|CAMPUS  - SÃO PAULO - PARQUE DA MOOCA|254
1069570|Centro Velho|254
1036876|Unidade SEDE|255
1005310|Unidade SEDE|256
3074|Coxim|298
3075|Bocaiúva|298
3076|Cruz das Almas|298
3120|Juazeiro|298
3123|Lagoa Vermelha|298
3124|Gama|298
3171|Primavera do Leste I|298
3173|Recife I|298
657807|Unidade SEDE|263
690098|CAMPUS  - OURINHOS - CENTRO|265
700564|CAMPUS  - OURINHOS - ÁGUA DO CATETO|265
350|Campus Lins|266
24965|Campus Centro|266
3077|Boquira|298
3125|Lajeado|298
5607|Guarapuava|298
5616|São Luís I|298
5620|Londrina II - R Niterói|298
3225|Tubarão|298
3226|Tucano|298
3228|Veranópolis|298
3229|Uberaba|298
3746|Rio Negro|298
3747|Sapezal|298
3748|São Félix do Xingu|298
3750|São Paulo II - Lapa|298
4058|Cachoeiro de Itapemirim|298
4059|Iporá|298
4061|Palmeira dos Índios|298
5621|Londrina III - Londrina Norte|298
5727|Belém I|298
5728|Castanhal|298
3230|Vespasiano|298
3231|Viçosa|298
3751|Uruguaiana I|298
3752|Xinguara|298
4243|Água Boa|298
4245|Alta Floresta|298
5729|Camaquã|298
5730|Crateús|298
5731|Cubatão|298
3232|Uberlândia I|298
3233|Vitória|298
3234|Umuarama I|298
3973|Alto Araguaia|298
3974|Campos Novos|298
3976|Congonhas|298
4246|Anápolis I|298
4262|São Carlos|298
4264|Araraquara|298
5740|Cuiabá III|298
5741|Fortaleza I|298
3235|Vitória da Conquista|298
3236|Xaxim|298
3978|Goiânia II|298
3979|Ipirá|298
3980|Itapuranga|298
4265|Assis I|298
4266|Baixa Grande|298
4268|Boa Vista|298
5756|São Lourenço do Sul|298
5762|São Vicente|298
5763|Tauá|298
5764|Tupanciretã|298
3237|Utinga|298
3715|Alegrete|298
3716|Apiaí|298
3981|Matinhos|298
3982|Morrinhos|298
3983|Piracanjuba|298
4270|Caldas Novas|298
4272|Campo Formoso|298
6955|Andradas|298
6956|Assaí|298
6957|Barretos|298
6959|Ivaiporã|298
3717|Araçatuba|298
3719|Avaré|298
3720|Barra do Garças|298
3984|São Carlos|298
3985|Vilhena|298
4274|Campos dos Goytacazes|298
4275|Canarana|298
5749|Petrópolis|298
5750|Porto Nacional|298
5752|Quixeramobim|298
3721|Cacoal|298
3722|Campo Novo do Parecis|298
3992|Xique-Xique|298
3993|Amambaí|298
3994|Jacobina|298
4280|Belém II|298
4282|Guarulhos|298
4286|Itu|298
6062|Cruz Alta|298
6755|Dracena|298
3724|Ceilândia|298
3725|Cerejeiras|298
3726|Chapadão do Sul|298
3995|Marabá|298
3996|Santa Maria|298
3997|São Paulo IV - Vila Formosa|298
4288|Jaú|298
4292|Macaúbas|298
4293|Maceió I|298
5742|Guaíba|298
5743|Itaperuna I|298
5745|Gramado|298
3727|Colinas do Tocantins|298
3728|Curitiba I|298
4037|Barra|298
4038|Bom Jesus da Lapa|298
4294|Maracaju|298
4296|Palmas I|298
4298|Morro do Chapéu|298
5753|Rio de Janeiro I - Vl. Isabel|298
3729|Cáceres|298
3730|Florianópolis|298
3731|Ibaiti|298
4039|Cataguases|298
4040|Cruzeiro do Sul|298
4041|Cuiabá I - UNISAT|298
4301|Natal I|298
4302|Niquelândia I|298
6759|Salvador III|298
6954|Alagoinhas|298
3732|Ilhéus|298
3733|Ji-Paraná|298
4042|Itapetininga|298
4043|Itapeva|298
4304|Passa Quatro|298
4306|Pelotas|298
4308|Quilombo|298
5746|Nilópolis|298
5748|Ourinhos|298
3734|Itabuna I|298
3735|Ituiutaba|298
3736|Jataí|298
4044|Macapá I|298
4045|Mercês|298
4046|Santa Luzia I|298
4311|Salvador II|298
4313|Duque de Caxias I|298
4314|São José dos Campos I|298
3214|Sinop I|298
3215|Taguatinga I - Setor Sul|298
3737|Livramento de Nossa Senhora|298
3738|João Dourado|298
4049|Chapecó|298
4050|Corumbá|298
4051|Crissiumal|298
4317|Teresópolis|298
4318|Aracaju I|298
3216|Tangará da Serra I|298
3217|Teixeira de Freitas I|298
3739|Manoel Ribas|298
3740|Morro Redondo|298
3741|Novo Gama|298
4052|Nova Andradina|298
4053|Rio do Sul|298
4332|São Paulo VI - Penha|298
4333|São Paulo III - Lauzane Paulista|298
3218|Teófilo Otoni|298
3221|Toledo|298
3742|Paracatu|298
3743|Patos|298
3744|Pilar (Jaguarari)|298
4054|Rio Verde|298
4055|São Bernardo do Campo I|298
4056|Taubaté|298
4335|São Paulo V - Ponte Rasa|298
5605|Rubiataba|298
3223|Três de Maio|298
3224|Trindade|298
3745|Poções|298
4057|Votuporanga|298
1051604|Santo André|298
1051607|São João de Meriti|298
1051608|São Raimundo Nonato|298
7044|Diadema|298
7049|Feijó|298
7052|Ibirité|298
7056|Itabira|298
24161|Várzea Grande I|298
24164|Limoeiro do Norte|298
24200|Coari|298
1051559|Gravatá|298
1051560|Guarabira|298
1051561|Itacoatiara|298
1051611|Simões Filho|298
1051612|Sousa|298
1051613|Taguatinga II - Setor Norte|298
7059|Itajaí|298
7065|Luziânia|298
24201|Manaus I|298
24204|Nova Friburgo|298
24205|Poços de Caldas I|298
1051562|Itaituba|298
1051563|Itaperuna II|298
1051564|Jaru|298
1051614|Taiobeiras|298
1051617|Tangará da Serra II|298
7075|Mogi Guaçu|298
7078|Nova Lima|298
7094|Penápolis|298
24206|Goiânia III|298
1000701|POLO NA SEDE|298
1051565|João Câmara|298
1051566|Juiz de Fora I|298
1051618|TARAUACÁ|298
1051619|Teresina|298
1051620|Tucuruí|298
7095|Planaltina|298
7101|Samambaia|298
1051520|Alexânia|298
1051521|Altamira|298
1051567|Jundiaí II|298
1051568|Lagoa da Prata|298
1051569|Liberato Salzano|298
1051668|Aquidauana|298
1051669|Aracaju II|298
1051670|Araguaína II|298
1051671|Araguaína III|298
7335|Bebedouro|298
7624|João Pessoa II|298
8034|Pesqueira|298
1051522|Araripina|298
1051524|Arcoverde|298
1051525|Ariquemes|298
1051570|Magé|298
1051571|Manaus II|298
1051572|MARÍLIA|298
1051677|Campo Mourão|298
1051678|Coari|298
1051679|Corumbá|298
1051680|Dianópolis|298
8041|Brotas de Macaúbas|298
8042|Itajubá I|298
1051526|Barcarena|298
1051527|Barra de São Francisco|298
1051573|Medina|298
1051574|Natal II|298
1051575|Niquelândia II|298
1051625|Valparaíso de Goiás|298
1051627|Vila Velha|298
1051628|Votorantim I|298
1051629|MACAPÁ|298
8043|Belo Horizonte I|298
8044|Formosa do Rio Preto|298
1051528|Belém III|298
1051529|Belo Horizonte II|298
1051576|Nova Cruz|298
1051578|Oeiras|298
1051672|Cabo Frio|298
1051673|Cajazeiras|298
1051675|Campos dos Goytacazes|298
8045|Sobradinho|298
8046|Três Passos|298
8048|Brasiléia|298
1051531|Betim II|298
1051532|Bom Jesus|298
1051533|Botucatu|298
1051580|Oriximiná I|298
1051581|Paranavaí|298
1051582|Parauapebas|298
1051622|Umuarama II|298
1051623|Uruaçu|298
8049|Barbalha|298
8050|Sabará|298
1051535|Breves|298
1051536|Cabo de Santo Agostinho|298
1051537|Cacequi|298
1051583|Parintins|298
1051584|Petrolina|298
1051667|Anápolis II|298
8051|Campinas II|298
8058|Wenceslau Braz|298
8548|Ubá|298
1051538|Caiapônia|298
1051539|Caicó|298
1051541|Cametá|298
1051585|Picos II|298
1051586|Piripiri|298
1051587|Pontes e Lacerda|298
1051676|Campo Maior|298
8551|Linhares II|298
8552|Muriaé|298
8553|Murici|298
1051542|Campina Grande|298
1051544|Capanema|298
1051588|Portão|298
1051590|Recife II|298
1051591|Redenção|298
1051624|Vacaria|298
8554|Picos I|298
8556|Loanda|298
8557|Olho d'Água das Flores|298
1051545|Carpina|298
1051546|Cascavel|298
1051547|Conceição do Araguaia|298
1051592|Rio de Janeiro II|298
1051593|Salgueiro|298
6961|Erechim|298
6962|João Monlevade|298
12983|Barra do Mendes|298
13025|Bragança Paulista|298
1051548|Curitiba II|298
1051549|Duque de Caxias II|298
1051596|Salvador IV|298
1051597|Santa Cruz|298
1051598|Santa Cruz do Capibaribe|298
6964|Piumhi|298
6965|Querência|298
6973|Ribeirão Preto I|298
13071|Itabirito|298
13138|Santarém I|298
24060|Lavras|298
1051550|Esperantina|298
1051553|Foz do Iguaçu II|298
1051555|Francisco Beltrão II|298
1051600|Santa Terezinha de Goiás|298
1051602|Santa Vitória do Palmar|298
7030|Santa Bárbara d'Oeste|298
7032|São Lourenço do Oeste|298
24156|Carazinho|298
24158|Pindamonhangaba|298
1051556|Garanhuns|298
1051557|Goianésia|298
1051603|Santarém II|298
7036|Suzano II|298
7039|Catanduva|298
24159|Porto Velho|298
24160|Sobral|298
1051558|Governador Valadares I|298
2007017|PORTÃO|298
2007018|SANTA VITÓRIA DO PALMAR|298
2007019|VACARIA|298
1051697|Nova Iguaçu|298
1051699|Paragominas|298
1051700|Paulista|298
2006940|Dianópolis|298
2006941|Gurupi|298
